,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
967,1140784,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Albion Rovers,https://media-4.api-sports.io/football/teams/6756.png,0.0,Bonnyrigg Rose Athletic,https://media-4.api-sports.io/football/teams/7431.png,1.0,Match Finished,90.0
968,1140785,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Annan Athletic,https://media-4.api-sports.io/football/teams/6757.png,4.0,Dumbarton,https://media-4.api-sports.io/football/teams/1382.png,5.0,Match Finished,120.0
969,1140786,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Brora Rangers,https://media-4.api-sports.io/football/teams/6760.png,1.0,Pollok,https://media-4.api-sports.io/football/teams/19794.png,0.0,Match Finished,90.0
970,1140787,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Broxburn Athletic,https://media-4.api-sports.io/football/teams/6731.png,2.0,Buckie Thistle,https://media-4.api-sports.io/football/teams/7432.png,2.0,Match Finished,120.0
971,1140788,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Cumnock Juniors,https://media-4.api-sports.io/football/teams/17768.png,0.0,BSC Glasgow,https://media-4.api-sports.io/football/teams/6758.png,3.0,Match Finished,90.0
972,1140789,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Dunbar United,https://media-4.api-sports.io/football/teams/17771.png,1.0,Alloa Athletic,https://media-4.api-sports.io/football/teams/1391.png,2.0,Match Finished,90.0
973,1140791,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Falkirk,https://media-4.api-sports.io/football/teams/1389.png,3.0,Formartine United,https://media-4.api-sports.io/football/teams/6768.png,0.0,Match Finished,90.0
974,1140792,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Hamilton Academical,https://media-4.api-sports.io/football/teams/248.png,0.0,Kelty Hearts,https://media-4.api-sports.io/football/teams/6773.png,2.0,Match Finished,90.0
975,1140793,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Inverness CT,https://media-4.api-sports.io/football/teams/903.png,2.0,Cowdenbeath,https://media-4.api-sports.io/football/teams/4667.png,0.0,Match Finished,90.0
976,1140794,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Montrose,https://media-4.api-sports.io/football/teams/4251.png,3.0,Edinburgh City,https://media-4.api-sports.io/football/teams/6766.png,0.0,Match Finished,90.0
977,1140795,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Partick,https://media-4.api-sports.io/football/teams/901.png,3.0,Queen's Park,https://media-4.api-sports.io/football/teams/6778.png,0.0,Match Finished,90.0
978,1140796,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Peterhead,https://media-4.api-sports.io/football/teams/6777.png,1.0,Ayr Utd,https://media-4.api-sports.io/football/teams/1387.png,2.0,Match Finished,120.0
979,1140797,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Queen of the South,https://media-4.api-sports.io/football/teams/1384.png,2.0,Dundee Utd,https://media-4.api-sports.io/football/teams/1386.png,2.0,Match Finished,120.0
980,1140798,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Stirling Albion,https://media-4.api-sports.io/football/teams/4669.png,0.0,Cove Rangers,https://media-4.api-sports.io/football/teams/6763.png,2.0,Match Finished,90.0
981,1140799,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Stranraer,https://media-4.api-sports.io/football/teams/6785.png,0.0,Airdrie United,https://media-4.api-sports.io/football/teams/4668.png,1.0,Match Finished,90.0
982,1140800,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Spartans,https://media-4.api-sports.io/football/teams/6781.png,2.0,Arbroath,https://media-4.api-sports.io/football/teams/4249.png,1.0,Match Finished,90.0
983,1140801,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Tranent Juniors,https://media-4.api-sports.io/football/teams/15602.png,0.0,Forfar Athletic,https://media-4.api-sports.io/football/teams/4250.png,1.0,Match Finished,90.0
985,1143715,2023-11-25 15:00:00,Scotland,181,FA Cup,https://media-4.api-sports.io/football/leagues/181.png,Morton,https://media-4.api-sports.io/football/teams/1383.png,4.0,Bo'ness United,https://media-4.api-sports.io/football/teams/15597.png,0.0,Match Finished,90.0
