,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
947,1134510,2023-11-25 15:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Famalicão U19,https://media-4.api-sports.io/football/teams/22394.png,1.0,Maritimo U19,https://media-4.api-sports.io/football/teams/22515.png,0.0,Match Finished,90.0
948,1134512,2023-11-25 15:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Vitoria Guimaraes U19,https://media-4.api-sports.io/football/teams/22520.png,1.0,Rio Ave U19,https://media-4.api-sports.io/football/teams/22517.png,3.0,Match Finished,90.0
130,1134513,2023-11-25 11:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Porto U19,https://media-4.api-sports.io/football/teams/7922.png,4.0,Chaves U19,https://media-4.api-sports.io/football/teams/22510.png,0.0,Match Finished,90.0
949,1134514,2023-11-25 15:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Boavista U19,https://media-4.api-sports.io/football/teams/22509.png,0.0,Pacos Ferreira U19,https://media-4.api-sports.io/football/teams/22516.png,2.0,Match Finished,90.0
950,1134515,2023-11-25 15:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Gil Vicente U19,https://media-4.api-sports.io/football/teams/22512.png,0.0,Sporting Braga U19,https://media-4.api-sports.io/football/teams/22375.png,2.0,Match Finished,90.0
951,1134516,2023-11-25 15:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Belenenses U19,https://media-4.api-sports.io/football/teams/22508.png,1.0,Academica U19,https://media-4.api-sports.io/football/teams/22504.png,0.0,Match Finished,90.0
131,1134517,2023-11-25 11:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Estoril U19,https://media-4.api-sports.io/football/teams/22511.png,1.0,Lusitânia U19,https://media-4.api-sports.io/football/teams/22514.png,2.0,Match Finished,90.0
952,1134518,2023-11-25 15:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Sporting CP U19,https://media-4.api-sports.io/football/teams/7997.png,3.0,SC Farense U19,https://media-4.api-sports.io/football/teams/22518.png,1.0,Match Finished,90.0
953,1134519,2023-11-25 15:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Academico Viseu U19,https://media-4.api-sports.io/football/teams/22505.png,3.0,Alverca U19,https://media-4.api-sports.io/football/teams/22506.png,3.0,Match Finished,90.0
954,1134520,2023-11-25 15:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Vitoria Setubal U19,https://media-4.api-sports.io/football/teams/22521.png,1.0,Beira Mar U19,https://media-4.api-sports.io/football/teams/22507.png,2.0,Match Finished,90.0
955,1134521,2023-11-25 15:00:00,Portugal,1041,Júniores U19,https://media-4.api-sports.io/football/leagues/1041.png,Torreense U19,https://media-4.api-sports.io/football/teams/22519.png,0.0,Benfica U19,https://media-4.api-sports.io/football/teams/7888.png,2.0,Match Finished,90.0
