,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
48,1066456,2023-11-25 10:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Carl Zeiss Jena U19,https://media-4.api-sports.io/football/teams/13951.png,5.0,Werder Bremen U19,https://media-4.api-sports.io/football/teams/10277.png,0.0,Match Finished,90.0
187,1066457,2023-11-25 12:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Hamburger SV U19,https://media-4.api-sports.io/football/teams/10257.png,0.0,Eintracht Braunsch U19,https://media-4.api-sports.io/football/teams/13961.png,0.0,Not Started,0.0
49,1066458,2023-11-25 10:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Hannover 96 U19,https://media-4.api-sports.io/football/teams/10258.png,5.0,Union Berlin U19,https://media-4.api-sports.io/football/teams/10275.png,1.0,Match Finished,90.0
111,1066459,2023-11-25 11:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,RB Leipzig U19,https://media-4.api-sports.io/football/teams/7924.png,2.0,Meppen U19,https://media-4.api-sports.io/football/teams/19444.png,2.0,Match Finished,90.0
188,1066461,2023-11-25 12:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Osnabrück U19,https://media-4.api-sports.io/football/teams/13955.png,0.0,Hertha BSC U19,https://media-4.api-sports.io/football/teams/7954.png,0.0,Not Started,0.0
144,1066462,2023-11-25 11:30:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Wolfsburg U19,https://media-4.api-sports.io/football/teams/10278.png,2.0,St. Pauli U19,https://media-4.api-sports.io/football/teams/10272.png,2.0,Match Finished,90.0
392,1066632,2023-11-25 13:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Heidenheim U19,https://media-4.api-sports.io/football/teams/10259.png,0.0,Nürnberg U19,https://media-4.api-sports.io/football/teams/13954.png,0.0,Not Started,0.0
50,1066633,2023-11-25 10:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Mainz 05 U19,https://media-4.api-sports.io/football/teams/10268.png,2.0,1860 München U19,https://media-4.api-sports.io/football/teams/13965.png,2.0,Match Finished,90.0
189,1066634,2023-11-25 12:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Eintracht Frankf U19,https://media-4.api-sports.io/football/teams/10252.png,1.0,Karlsruher SC U19,https://media-4.api-sports.io/football/teams/10263.png,2.0,Match Finished,90.0
190,1066635,2023-11-25 12:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Augsburg U19,https://media-4.api-sports.io/football/teams/10247.png,1.0,Ingolstadt U19,https://media-4.api-sports.io/football/teams/10261.png,2.0,Match Finished,90.0
393,1066636,2023-11-25 13:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Greuther Fürth U19,https://media-4.api-sports.io/football/teams/10256.png,1.0,Kaiserslautern U19,https://media-4.api-sports.io/football/teams/10262.png,0.0,Match Finished,90.0
191,1066638,2023-11-25 12:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Stuttgart U19,https://media-4.api-sports.io/football/teams/10273.png,1.0,Hoffenheim U19,https://media-4.api-sports.io/football/teams/7955.png,5.0,Match Finished,90.0
51,1066806,2023-11-25 10:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Alemannia Aachen U19,https://media-4.api-sports.io/football/teams/10245.png,1.0,Viktoria Köln U19,https://media-4.api-sports.io/football/teams/10276.png,0.0,Match Finished,90.0
52,1066807,2023-11-25 10:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Bayer Leverkusen U19,https://media-4.api-sports.io/football/teams/7886.png,1.0,Borussia M'bach U19,https://media-4.api-sports.io/football/teams/10249.png,2.0,Match Finished,90.0
53,1066808,2023-11-25 10:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Schalke 04 U19,https://media-4.api-sports.io/football/teams/7967.png,0.0,Borussia Dortmund U19,https://media-4.api-sports.io/football/teams/7890.png,0.0,Match Postponed,0.0
54,1066809,2023-11-25 10:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,MSV Duisburg U19,https://media-4.api-sports.io/football/teams/10266.png,1.0,Bochum U19,https://media-4.api-sports.io/football/teams/10248.png,1.0,Match Finished,90.0
112,1066810,2023-11-25 11:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Paderborn U19,https://media-4.api-sports.io/football/teams/13956.png,0.0,Köln U19,https://media-4.api-sports.io/football/teams/10265.png,0.0,Not Started,0.0
394,1066811,2023-11-25 13:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Verl U19,https://media-4.api-sports.io/football/teams/19446.png,0.0,Fortuna Düsseldorf U19,https://media-4.api-sports.io/football/teams/10254.png,0.0,Not Started,0.0
395,1066812,2023-11-25 13:00:00,Germany,488,U19 Bundesliga,https://media-4.api-sports.io/football/leagues/488.png,Wuppertaler SV U19,https://media-4.api-sports.io/football/teams/10279.png,2.0,Arminia Bielefeld U19,https://media-4.api-sports.io/football/teams/10246.png,1.0,Match Finished,90.0
