,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
903,1081536,2023-11-25 15:00:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Ascot United,https://media-4.api-sports.io/football/teams/8685.png,0.0,Marlow,https://media-4.api-sports.io/football/teams/7657.png,0.0,Not Started,0.0
904,1081537,2023-11-25 15:00:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Badshot Lea,https://media-4.api-sports.io/football/teams/8692.png,0.0,Corinthian-Casuals,https://media-4.api-sports.io/football/teams/7710.png,0.0,Not Started,0.0
905,1081538,2023-11-25 15:00:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Binfield,https://media-4.api-sports.io/football/teams/8707.png,0.0,Leatherhead,https://media-4.api-sports.io/football/teams/4696.png,0.0,Not Started,0.0
906,1081539,2023-11-25 15:00:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Chertsey Town,https://media-4.api-sports.io/football/teams/7627.png,0.0,Southall,https://media-4.api-sports.io/football/teams/8941.png,0.0,Not Started,0.0
907,1081540,2023-11-25 15:00:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Chipstead,https://media-4.api-sports.io/football/teams/7219.png,0.0,Sutton Common Rovers,https://media-4.api-sports.io/football/teams/8962.png,0.0,Not Started,0.0
508,1081541,2023-11-25 13:30:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Guernsey,https://media-4.api-sports.io/football/teams/7230.png,0.0,Uxbridge,https://media-4.api-sports.io/football/teams/7257.png,0.0,Not Started,0.0
908,1081542,2023-11-25 15:00:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Hanworth Villa,https://media-4.api-sports.io/football/teams/8811.png,0.0,Thatcham Town,https://media-4.api-sports.io/football/teams/7254.png,0.0,Not Started,0.0
909,1081543,2023-11-25 15:00:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Hartley Wintney,https://media-4.api-sports.io/football/teams/7719.png,0.0,Northwood,https://media-4.api-sports.io/football/teams/7243.png,0.0,Not Started,0.0
910,1081544,2023-11-25 15:00:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Metropolitan Police,https://media-4.api-sports.io/football/teams/4683.png,0.0,South Park,https://media-4.api-sports.io/football/teams/7251.png,0.0,Not Started,0.0
911,1081545,2023-11-25 15:00:00,England,53,Non League Div One - Isthmian South Central,https://media-4.api-sports.io/football/leagues/53.png,Raynes Park Vale,https://media-4.api-sports.io/football/teams/8906.png,0.0,Westfield (Surrey),https://media-4.api-sports.io/football/teams/7261.png,0.0,Not Started,0.0
