,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
814,1078056,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Atherton Collieries,https://media-4.api-sports.io/football/teams/7694.png,1.0,Ashton United,https://media-4.api-sports.io/football/teams/7693.png,2.0,Match Finished,90.0
815,1078057,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,United of Manchester,https://media-4.api-sports.io/football/teams/7754.png,2.0,Matlock Town,https://media-4.api-sports.io/football/teams/7731.png,3.0,Match Finished,90.0
816,1078058,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Hyde United,https://media-4.api-sports.io/football/teams/4694.png,2.0,Morpeth Town,https://media-4.api-sports.io/football/teams/7734.png,1.0,Match Finished,90.0
817,1078059,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Ilkeston Town,https://media-4.api-sports.io/football/teams/7236.png,3.0,Stafford Rangers,https://media-4.api-sports.io/football/teams/7748.png,1.0,Match Finished,90.0
818,1078060,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Lancaster City,https://media-4.api-sports.io/football/teams/7726.png,2.0,Bradford (Park Avenue),https://media-4.api-sports.io/football/teams/8651.png,2.0,Match Finished,90.0
819,1078061,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Macclesfield,https://media-4.api-sports.io/football/teams/1380.png,5.0,Guiseley AFC,https://media-4.api-sports.io/football/teams/1824.png,1.0,Match Finished,90.0
820,1078062,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Marske United,https://media-4.api-sports.io/football/teams/7658.png,3.0,Gainsborough Trinity,https://media-4.api-sports.io/football/teams/4691.png,2.0,Match Finished,90.0
821,1078063,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Radcliffe,https://media-4.api-sports.io/football/teams/7740.png,3.0,Bamber Bridge,https://media-4.api-sports.io/football/teams/7695.png,2.0,Match Finished,90.0
822,1078064,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Rylands,https://media-4.api-sports.io/football/teams/8918.png,1.0,Basford United,https://media-4.api-sports.io/football/teams/7698.png,1.0,Match Finished,90.0
823,1078065,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Whitby Town,https://media-4.api-sports.io/football/teams/7757.png,1.0,Workington,https://media-4.api-sports.io/football/teams/7265.png,1.0,Match Finished,90.0
824,1078066,2023-11-25 15:00:00,England,59,Non League Premier - Northern,https://media-4.api-sports.io/football/leagues/59.png,Worksop Town,https://media-4.api-sports.io/football/teams/7266.png,0.0,Marine,https://media-4.api-sports.io/football/teams/7656.png,1.0,Match Finished,90.0
