,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
602,1095951,2023-11-25 14:00:00,Netherlands,675,U21 Divisie 1,https://media-4.api-sports.io/football/leagues/675.png,Volendam U21,https://media-4.api-sports.io/football/teams/21990.png,0.0,Feyenoord U21,https://media-4.api-sports.io/football/teams/14904.png,0.0,Not Started,0.0
603,1095952,2023-11-25 14:00:00,Netherlands,675,U21 Divisie 1,https://media-4.api-sports.io/football/leagues/675.png,ADO Den Haag II,https://media-4.api-sports.io/football/teams/9131.png,0.0,Go Ahead Eagles U21,https://media-4.api-sports.io/football/teams/21989.png,0.0,Not Started,0.0
453,1095953,2023-11-25 13:00:00,Netherlands,675,U21 Divisie 1,https://media-4.api-sports.io/football/leagues/675.png,Cambuur U21,https://media-4.api-sports.io/football/teams/21988.png,0.0,De Graafschap U21,https://media-4.api-sports.io/football/teams/19588.png,0.0,Not Started,0.0
604,1095954,2023-11-25 14:00:00,Netherlands,675,U21 Divisie 1,https://media-4.api-sports.io/football/leagues/675.png,Twente / Heracles U21,https://media-4.api-sports.io/football/teams/14909.png,0.0,Groningen U21,https://media-4.api-sports.io/football/teams/14905.png,0.0,Not Started,0.0
