,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
1214,1040884,2023-11-25 18:00:00,Belgium,146,Super League Women,https://media-4.api-sports.io/football/leagues/146.png,Anderlecht W,https://media-4.api-sports.io/football/teams/1792.png,2.0,Gent W,https://media-4.api-sports.io/football/teams/1789.png,0.0,Match Finished,90.0
290,1040885,2023-11-25 12:30:00,Belgium,146,Super League Women,https://media-4.api-sports.io/football/leagues/146.png,Genk W,https://media-4.api-sports.io/football/teams/1786.png,0.0,Standard Liege W,https://media-4.api-sports.io/football/teams/1791.png,1.0,Match Finished,90.0
1215,1040887,2023-11-25 18:00:00,Belgium,146,Super League Women,https://media-4.api-sports.io/football/leagues/146.png,Mechelen,https://media-4.api-sports.io/football/teams/19160.png,0.0,Club Brugge W,https://media-4.api-sports.io/football/teams/6344.png,1.0,Match Finished,90.0
1216,1040888,2023-11-25 18:00:00,Belgium,146,Super League Women,https://media-4.api-sports.io/football/leagues/146.png,OH Leuven W,https://media-4.api-sports.io/football/teams/1790.png,3.0,Zulte-Waregem W,https://media-4.api-sports.io/football/teams/14035.png,0.0,Match Finished,90.0
