,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
634,1143829,2023-11-25 14:00:00,Morocco,201,Botola 2,https://media-4.api-sports.io/football/leagues/201.png,AS Salé,https://media-4.api-sports.io/football/teams/3448.png,2.0,Difaa EL Jadida,https://media-4.api-sports.io/football/teams/964.png,3.0,Match Finished,90.0
635,1143830,2023-11-25 14:00:00,Morocco,201,Botola 2,https://media-4.api-sports.io/football/leagues/201.png,El Massira,https://media-4.api-sports.io/football/teams/3451.png,0.0,Stade Marocain,https://media-4.api-sports.io/football/teams/15549.png,0.0,Not Started,0.0
636,1143831,2023-11-25 14:00:00,Morocco,201,Botola 2,https://media-4.api-sports.io/football/leagues/201.png,Olympique Dcheïra,https://media-4.api-sports.io/football/teams/3454.png,0.0,CODM Meknès,https://media-4.api-sports.io/football/teams/22218.png,0.0,Match Finished,90.0
637,1143832,2023-11-25 14:00:00,Morocco,201,Botola 2,https://media-4.api-sports.io/football/leagues/201.png,Wydad Fès,https://media-4.api-sports.io/football/teams/3459.png,1.0,Chabab Ben Guerir,https://media-4.api-sports.io/football/teams/3450.png,1.0,Match Finished,90.0
