,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
14184,1006817,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,Ponte Preta,https://media-4.api-sports.io/football/teams/139.png,2.0,CRB,https://media-4.api-sports.io/football/teams/146.png,0.0,Second Half,62.0
14185,1006818,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,Atletico Goianiense,https://media-4.api-sports.io/football/teams/144.png,2.0,Guarani Campinas,https://media-4.api-sports.io/football/teams/138.png,0.0,Second Half,62.0
14186,1006819,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,Avai,https://media-4.api-sports.io/football/teams/145.png,0.0,Ituano,https://media-4.api-sports.io/football/teams/7779.png,0.0,Second Half,70.0
14187,1006820,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,Botafogo SP,https://media-4.api-sports.io/football/teams/2618.png,0.0,Londrina,https://media-4.api-sports.io/football/teams/148.png,1.0,Second Half,66.0
14188,1006821,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,Novorizontino,https://media-4.api-sports.io/football/teams/7834.png,1.0,Criciuma,https://media-4.api-sports.io/football/teams/140.png,0.0,Second Half,62.0
14189,1006822,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,Sport Recife,https://media-4.api-sports.io/football/teams/123.png,4.0,Sampaio Correa,https://media-4.api-sports.io/football/teams/155.png,0.0,Second Half,62.0
14190,1006823,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,Ceara,https://media-4.api-sports.io/football/teams/129.png,1.0,Juventude,https://media-4.api-sports.io/football/teams/152.png,1.0,Second Half,62.0
14191,1006824,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,Chapecoense-sc,https://media-4.api-sports.io/football/teams/132.png,2.0,Vitoria,https://media-4.api-sports.io/football/teams/136.png,1.0,Second Half,62.0
14192,1006825,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,Tombense,https://media-4.api-sports.io/football/teams/2227.png,0.0,Mirassol,https://media-4.api-sports.io/football/teams/7848.png,0.0,Second Half,63.0
14193,1006826,2023-11-25 20:00:00,Brazil,72,Serie B,https://media-4.api-sports.io/football/leagues/72.png,ABC,https://media-4.api-sports.io/football/teams/754.png,2.0,Vila Nova,https://media-4.api-sports.io/football/teams/142.png,0.0,Second Half,63.0
