,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
761,1059483,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Alfreton Town,https://media-4.api-sports.io/football/teams/4677.png,0.0,Brackley Town,https://media-4.api-sports.io/football/teams/4701.png,1.0,Match Finished,90.0
762,1059484,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Banbury United,https://media-4.api-sports.io/football/teams/7696.png,0.0,Curzon Ashton,https://media-4.api-sports.io/football/teams/4703.png,1.0,Match Finished,90.0
763,1059485,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Blyth Spartans,https://media-4.api-sports.io/football/teams/8650.png,2.0,Peterborough Sports,https://media-4.api-sports.io/football/teams/7737.png,3.0,Match Finished,90.0
764,1059486,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Boston United,https://media-4.api-sports.io/football/teams/8146.png,2.0,Chorley,https://media-4.api-sports.io/football/teams/4679.png,2.0,Match Finished,90.0
765,1059487,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Buxton,https://media-4.api-sports.io/football/teams/7706.png,0.0,Southport,https://media-4.api-sports.io/football/teams/1826.png,1.0,Match Finished,90.0
766,1059488,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Darlington 1883,https://media-4.api-sports.io/football/teams/10157.png,1.0,Rushall Olympic,https://media-4.api-sports.io/football/teams/7743.png,1.0,Match Finished,90.0
767,1059489,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Farsley Celtic FC,https://media-4.api-sports.io/football/teams/10158.png,0.0,Hereford,https://media-4.api-sports.io/football/teams/4692.png,0.0,Match Finished,90.0
768,1059490,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Gloucester City,https://media-4.api-sports.io/football/teams/8653.png,4.0,Spennymoor Town,https://media-4.api-sports.io/football/teams/4707.png,2.0,Match Finished,90.0
769,1059491,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Scarborough Athletic,https://media-4.api-sports.io/football/teams/7745.png,5.0,Bishop's Stortford,https://media-4.api-sports.io/football/teams/7701.png,0.0,Match Finished,90.0
770,1059492,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Scunthorpe,https://media-4.api-sports.io/football/teams/1340.png,1.0,Warrington Town,https://media-4.api-sports.io/football/teams/7756.png,0.0,Match Finished,90.0
771,1059493,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,South Shields,https://media-4.api-sports.io/football/teams/7746.png,0.0,Chester,https://media-4.api-sports.io/football/teams/1820.png,1.0,Match Finished,90.0
772,1059494,2023-11-25 15:00:00,England,50,National League - North,https://media-4.api-sports.io/football/leagues/50.png,Tamworth,https://media-4.api-sports.io/football/teams/7752.png,3.0,King's Lynn Town,https://media-4.api-sports.io/football/teams/8655.png,1.0,Match Finished,90.0
