,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
674,1108963,2023-11-25 14:45:00,Spain,440,Tercera División RFEF - Group 2,https://media-4.api-sports.io/football/leagues/440.png,Sporting Gijón II,https://media-4.api-sports.io/football/teams/9577.png,0.0,Luarca,https://media-4.api-sports.io/football/teams/17580.png,0.0,Not Started,0.0
1174,1108969,2023-11-25 17:00:00,Spain,440,Tercera División RFEF - Group 2,https://media-4.api-sports.io/football/leagues/440.png,Gijón Industrial,https://media-4.api-sports.io/football/teams/9624.png,0.0,Lealtad,https://media-4.api-sports.io/football/teams/9396.png,0.0,Not Started,0.0
