,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
773,1060035,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Chelmsford City,https://media-4.api-sports.io/football/teams/4689.png,1.0,Truro City,https://media-4.api-sports.io/football/teams/4699.png,2.0,Match Finished,90.0
774,1060036,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Chippenham Town,https://media-4.api-sports.io/football/teams/8147.png,1.0,Hampton & Richmond,https://media-4.api-sports.io/football/teams/4680.png,2.0,Match Finished,90.0
775,1060037,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Dartford,https://media-4.api-sports.io/football/teams/4690.png,3.0,Torquay,https://media-4.api-sports.io/football/teams/1827.png,0.0,Match Finished,90.0
776,1060038,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Dover,https://media-4.api-sports.io/football/teams/1829.png,0.0,Weston-super-Mare,https://media-4.api-sports.io/football/teams/4687.png,1.0,Match Finished,90.0
777,1060039,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Farnborough,https://media-4.api-sports.io/football/teams/7715.png,2.0,Bath City,https://media-4.api-sports.io/football/teams/8657.png,2.0,Match Finished,90.0
778,1060040,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Hemel Hempstead Town,https://media-4.api-sports.io/football/teams/8660.png,1.0,Eastbourne Borough,https://media-4.api-sports.io/football/teams/4704.png,0.0,Match Finished,90.0
779,1060041,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Slough Town,https://media-4.api-sports.io/football/teams/4685.png,3.0,Braintree,https://media-4.api-sports.io/football/teams/1831.png,0.0,Match Finished,90.0
780,1060042,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,St Albans City,https://media-4.api-sports.io/football/teams/4708.png,3.0,Maidstone Utd,https://media-4.api-sports.io/football/teams/1825.png,2.0,Match Finished,90.0
781,1060043,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Taunton Town,https://media-4.api-sports.io/football/teams/4711.png,1.0,Worthing,https://media-4.api-sports.io/football/teams/7761.png,1.0,Match Finished,90.0
782,1060044,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Tonbridge Angels,https://media-4.api-sports.io/football/teams/8662.png,4.0,Havant & Wville,https://media-4.api-sports.io/football/teams/1843.png,1.0,Match Finished,90.0
783,1060045,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Welling United,https://media-4.api-sports.io/football/teams/8664.png,4.0,Yeovil Town,https://media-4.api-sports.io/football/teams/1377.png,1.0,Match Finished,90.0
784,1060046,2023-11-25 15:00:00,England,51,National League - South,https://media-4.api-sports.io/football/leagues/51.png,Weymouth,https://media-4.api-sports.io/football/teams/8665.png,1.0,Aveley,https://media-4.api-sports.io/football/teams/7207.png,1.0,Match Finished,90.0
