,Fixture ID,Date,Country,League ID,League Name,League Logo,Home Team Name,Home Team Logo,Home Team Score,Away Team Name,Away Team Logo,Away Team Score,Status,Minutes Played
1111,1084782,2023-11-25 17:00:00,France,68,National 2 - Group B,https://media-4.api-sports.io/football/leagues/68.png,Angers SCO II,https://media-4.api-sports.io/football/teams/9236.png,0.0,Angoulême,https://media-4.api-sports.io/football/teams/3011.png,0.0,Not Started,0.0
1112,1084783,2023-11-25 17:00:00,France,68,National 2 - Group B,https://media-4.api-sports.io/football/leagues/68.png,Bergerac,https://media-4.api-sports.io/football/teams/3022.png,0.0,Saumur,https://media-4.api-sports.io/football/teams/3225.png,0.0,Not Started,0.0
1113,1084784,2023-11-25 17:00:00,France,68,National 2 - Group B,https://media-4.api-sports.io/football/leagues/68.png,Bourges Foot 18,https://media-4.api-sports.io/football/teams/17360.png,0.0,Trélissac,https://media-4.api-sports.io/football/teams/9246.png,0.0,Match Postponed,0.0
1235,1084785,2023-11-25 18:00:00,France,68,National 2 - Group B,https://media-4.api-sports.io/football/leagues/68.png,Gobelins,https://media-4.api-sports.io/football/teams/9238.png,0.0,Les Herbiers,https://media-4.api-sports.io/football/teams/1308.png,0.0,Not Started,0.0
1114,1084786,2023-11-25 17:00:00,France,68,National 2 - Group B,https://media-4.api-sports.io/football/leagues/68.png,Romorantin,https://media-4.api-sports.io/football/teams/3220.png,0.0,Libourne,https://media-4.api-sports.io/football/teams/13609.png,0.0,Not Started,0.0
1115,1084787,2023-11-25 17:00:00,France,68,National 2 - Group B,https://media-4.api-sports.io/football/leagues/68.png,St-Pryvé St-Hilaire,https://media-4.api-sports.io/football/teams/3117.png,0.0,Blois,https://media-4.api-sports.io/football/teams/3026.png,0.0,Not Started,0.0
1127,1094779,2023-11-25 17:00:00,France,68,National 2 - Group B,https://media-4.api-sports.io/football/leagues/68.png,La Roche VF,https://media-4.api-sports.io/football/teams/9915.png,0.0,Avoine OCC,https://media-4.api-sports.io/football/teams/3151.png,0.0,Not Started,0.0
